Date,County,Temperature,Precipitation,Region
2018-01,Mono County,35.4,1.06,Central
2018-01,Monterey County,53.2,3.93,Central
2018-01,Napa County,49.6,5.5,North
2018-01,Nevada County,42.8,8.09,North
2018-01,Orange County,61.8,1.7,South
2018-01,Placer County,44,7.27,North
2018-01,Plumas County,37.3,5.8,North
2018-01,Riverside County,57.9,1.29,South
2018-01,Sacramento County,50.3,4.47,North
2018-01,San Benito County,51.6,3.34,Central
2018-01,San Bernardino County,54,1.12,South
2018-01,San Diego County,57.9,2.55,South
2018-01,San Francisco County,52.9,5.61,North
2018-01,San Joaquin County,51.8,3.12,Central
2018-01,San Luis Obispo County,53.9,2.47,Central
2018-01,San Mateo County,52.7,6.24,North
2018-01,Santa Barbara County,55.2,2.75,South
2018-01,Santa Clara County,51.3,4.74,North
2018-01,Santa Cruz County,52.9,6.08,North
2018-01,Shasta County,44.1,5.62,North
2018-01,Sierra County,38.2,6.15,North
2018-01,Siskiyou County,38.8,4.34,North
2018-01,Solano County,50.2,3.98,North
2018-01,Sonoma County,50.2,7.92,North
2018-01,Stanislaus County,51.5,2.89,Central
2018-01,Sutter County,50,4.38,North
2018-01,Tehama County,47.2,5.24,North
2018-01,Trinity County,42.1,7.62,North
2018-01,Tulare County,44.7,1.92,Central
2018-01,Tuolumne County,42.7,4.59,Central
2018-01,Ventura County,54.4,2.87,South
2018-01,Yolo County,49.7,4.36,North
2018-01,Yuba County,49.2,6.85,North
2018-02,Alameda County,51.5,0.57,North
2018-02,Alpine County,30.5,1.56,North
2018-02,Amador County,46.5,1,Central
2018-02,Butte County,48.4,0.62,North
2018-02,Calaveras County,47,0.83,Central
2018-02,Colusa County,51.5,0.19,North
2018-02,Contra Costa County,52.9,0.6,South
2018-02,Del Norte County,41.6,2.9,North
2018-02,El Dorado County,41.5,1.31,North
2018-02,Fresno County,43.8,0.49,Central
2018-02,Glenn County,49.2,0.08,North
2018-02,Humboldt County,43.8,3.08,North
2018-02,Imperial County,59.6,0.03,South
2018-02,Inyo County,45.5,0.13,Central
2018-02,Kern County,49.4,0.35,Central
2018-02,Kings County,51.7,0.17,Central
2018-02,Lake County,47.5,0.56,North
2018-02,Lassen County,31.5,0.48,North
2018-02,Los Angeles County,52.4,0.37,South
2018-02,Madera County,44.3,0.59,Central
2018-02,Marin County,52.4,0.37,North
2018-02,Mariposa County,43.3,0.91,Central
2018-02,Mendocino County,46,0.89,North
2018-02,Merced County,51.4,0.37,Central
2018-02,Modoc County,31.5,0.95,North
2018-02,Mono County,30.3,0.48,Central
2018-02,Monterey County,50.7,0.35,Central
2018-02,Napa County,51.2,0.31,North
2018-02,Nevada County,40.3,1.35,North
2018-02,Orange County,58.2,0.32,South
2018-02,Placer County,41.2,1.36,North
2018-02,Plumas County,33.3,0.89,North
2018-02,Riverside County,55.6,0.18,South
2018-02,Sacramento County,51.2,0.54,North
2018-02,San Benito County,49.2,0.29,Central
2018-02,San Bernardino County,52.2,0.12,South
2018-02,San Diego County,53.3,0.64,South
2018-02,San Francisco County,54.1,0.4,North
2018-02,San Joaquin County,52.9,0.62,Central
2018-02,San Luis Obispo County,50.3,0.24,Central
2018-02,San Mateo County,51.8,0.47,North
2018-02,Santa Barbara County,50.6,0.18,South
2018-02,Santa Clara County,50,0.51,North
2018-02,Santa Cruz County,51.4,0.36,North
2018-02,Shasta County,42.9,0.41,North
2018-02,Sierra County,33.8,1.77,North
2018-02,Siskiyou County,35.8,1.22,North
2018-02,Solano County,52.6,0.29,North
2018-02,Sonoma County,51.2,0.59,North
2018-02,Stanislaus County,51.5,0.49,Central
2018-02,Sutter County,51.8,0.43,North
2018-02,Tehama County,47.6,0.32,North
2018-02,Trinity County,40.3,1.34,North
2018-02,Tulare County,42,0.77,Central
2018-02,Tuolumne County,38.4,1.07,Central
2018-02,Ventura County,49.6,0.21,South
2018-02,Yolo County,52,0.35,North
2018-02,Yuba County,49.6,1.1,North
2018-03,Alameda County,51.9,4.39,North
2018-03,Alpine County,32.1,12.57,North
2018-03,Amador County,47.4,12.02,Central
2018-03,Butte County,49.5,10.05,North
2018-03,Calaveras County,47.2,11.27,Central
2018-03,Colusa County,51.4,3.72,North
2018-03,Contra Costa County,52.7,4.97,South
2018-03,Del Norte County,43.8,13.42,North
2018-03,El Dorado County,42.2,15.07,North
2018-03,Fresno County,45.5,7.01,Central
2018-03,Glenn County,49,3.4,North
2018-03,Humboldt County,47,11.26,North
2018-03,Imperial County,65.4,0.05,South
2018-03,Inyo County,49.5,1.16,Central
2018-03,Kern County,52.5,2.67,Central
2018-03,Kings County,55.4,2.26,Central
2018-03,Lake County,46.4,7.41,North
2018-03,Lassen County,35.4,3.44,North
2018-03,Los Angeles County,53.4,3.8,South
2018-03,Madera County,46.2,8.71,Central
2018-03,Marin County,51,8.32,North
2018-03,Mariposa County,44,11.99,Central
2018-03,Mendocino County,47,8.64,North
2018-03,Merced County,54,3.1,Central
2018-03,Modoc County,36,2.71,North
2018-03,Mono County,32.2,4.66,Central
2018-03,Monterey County,51.5,6.84,Central
2018-03,Napa County,50.7,7.12,North
2018-03,Nevada County,40.6,15.52,North
2018-03,Orange County,58.3,1.81,South
2018-03,Placer County,42.3,15.13,North
2018-03,Plumas County,35.2,11.55,North
2018-03,Riverside County,59.7,0.84,South
2018-03,Sacramento County,53.8,5.24,North
2018-03,San Benito County,49.7,5.2,Central
2018-03,San Bernardino County,56.7,0.92,South
2018-03,San Diego County,55.6,1.74,South
2018-03,San Francisco County,53.3,5.38,North
2018-03,San Joaquin County,54.8,3.01,Central
2018-03,San Luis Obispo County,52.1,6.82,Central
2018-03,San Mateo County,52.4,6.01,North
2018-03,Santa Barbara County,51.5,5.45,South
2018-03,Santa Clara County,50.8,6.01,North
2018-03,Santa Cruz County,52.2,8.63,North
2018-03,Shasta County,43.5,7.9,North
2018-03,Sierra County,35.1,13.82,North
2018-03,Siskiyou County,38.4,5.58,North
2018-03,Solano County,53.2,4.93,North
2018-03,Sonoma County,50,7.9,North
2018-03,Stanislaus County,53.5,3.27,Central
2018-03,Sutter County,54.1,4.96,North
2018-03,Tehama County,47.3,6.71,North
2018-03,Trinity County,42.1,8.57,North
2018-03,Tulare County,43.9,7.32,Central
2018-03,Tuolumne County,38,15.31,Central
2018-03,Ventura County,49.6,6.34,South
2018-03,Yolo County,52.6,4.91,North
2018-03,Yuba County,50.6,10.51,North
2018-04,Alameda County,56.8,2.44,North
2018-04,Alpine County,40.9,3.18,North
2018-04,Amador County,54.6,4.16,Central
2018-04,Butte County,56.8,5.39,North
2018-04,Calaveras County,55.4,4.16,Central
2018-04,Colusa County,59,2.82,North
2018-04,Contra Costa County,57.9,2.39,South
2018-04,Del Norte County,48.2,7.41,North
2018-04,El Dorado County,50,4.76,North
2018-04,Fresno County,54,1.71,Central
2018-04,Glenn County,56.7,3.33,North
2018-04,Humboldt County,51.6,6.23,North
2018-04,Imperial County,75.2,0.03,South
2018-04,Inyo County,61.4,0.25,Central
2018-04,Kern County,61.1,0.31,Central
2018-04,Kings County,63.7,0.34,Central
2018-04,Lake County,52.8,5.53,North
2018-04,Lassen County,44,3.69,North
2018-04,Los Angeles County,60.7,0.06,South
2018-04,Madera County,54,2.18,Central
2018-04,Marin County,54.2,5.04,North
2018-04,Mariposa County,52.5,3.4,Central
2018-04,Mendocino County,51.8,7.38,North
2018-04,Merced County,60.6,1.06,Central
2018-04,Modoc County,43.9,3.1,North
2018-04,Mono County,43.3,1.45,Central
2018-04,Monterey County,56.3,1.24,Central
2018-04,Napa County,56.4,3.1,North
2018-04,Nevada County,49,5.49,North
2018-04,Orange County,62.9,0.03,South
2018-04,Placer County,50.2,5.05,North
2018-04,Plumas County,44.5,4.47,North
2018-04,Riverside County,69.2,0,South
2018-04,Sacramento County,59.9,2.67,North
2018-04,San Benito County,56,1.04,Central
2018-04,San Bernardino County,67.9,0,South
2018-04,San Diego County,62.1,0.03,South
2018-04,San Francisco County,56,4.12,North
2018-04,San Joaquin County,61.1,2.13,Central
2018-04,San Luis Obispo County,58,0.33,Central
2018-04,San Mateo County,55.2,3.13,North
2018-04,Santa Barbara County,56.8,0.19,South
2018-04,Santa Clara County,55.4,2.68,North
2018-04,Santa Cruz County,55.6,3.17,North
2018-04,Shasta County,51.8,5.39,North
2018-04,Sierra County,44.3,4.53,North
2018-04,Siskiyou County,45,3.66,North
2018-04,Solano County,59.1,2.3,North
2018-04,Sonoma County,54.6,6.49,North
2018-04,Stanislaus County,60.1,1.77,Central
2018-04,Sutter County,61.2,2.37,North
2018-04,Tehama County,54.9,5.36,North
2018-04,Trinity County,48.9,6.18,North
2018-04,Tulare County,52.5,1.62,Central
2018-04,Tuolumne County,47.2,4.33,Central
2018-04,Ventura County,55.4,0.1,South
2018-04,Yolo County,59.1,2.08,North
2018-04,Yuba County,58,4.58,North
2018-05,Alameda County,60.3,0.02,North
2018-05,Alpine County,47.8,1.68,North
2018-05,Amador County,61.4,0.87,Central
2018-05,Butte County,65.2,0.52,North
2018-05,Calaveras County,61.8,0.54,Central
2018-05,Colusa County,67.2,0.16,North
2018-05,Contra Costa County,61.4,0.03,South
2018-05,Del Norte County,56,0.72,North
2018-05,El Dorado County,57.2,1.68,North
2018-05,Fresno County,59.6,0.26,Central
2018-05,Glenn County,65.7,0.27,North
2018-05,Humboldt County,57.4,1.19,North
2018-05,Imperial County,78.8,0,South
2018-05,Inyo County,67.4,0.24,Central
2018-05,Kern County,66.2,0.11,Central
2018-05,Kings County,69.1,0,Central
2018-05,Lake County,60.7,0.24,North
2018-05,Lassen County,53.4,2.79,North
2018-05,Los Angeles County,62.4,0.17,South
2018-05,Madera County,60.1,0.37,Central
2018-05,Marin County,56.6,0.13,North
2018-05,Mariposa County,58.6,0.55,Central
2018-05,Mendocino County,58.3,0.42,North
2018-05,Merced County,66.2,0.07,Central
2018-05,Modoc County,54.1,2.65,North
2018-05,Mono County,49.1,1.24,Central
2018-05,Monterey County,60,0.06,Central
2018-05,Napa County,62.8,0.15,North
2018-05,Nevada County,56.7,2.13,North
2018-05,Orange County,63,0.13,South
2018-05,Placer County,57.9,2.13,North
2018-05,Plumas County,52.9,2.36,North
2018-05,Riverside County,72.3,0.07,South
2018-05,Sacramento County,66.4,0.4,North
2018-05,San Benito County,60.9,0.02,Central
2018-05,San Bernardino County,72.7,0.25,South
2018-05,San Diego County,63.8,0.16,South
2018-05,San Francisco County,57.7,0.05,North
2018-05,San Joaquin County,66.6,0.15,Central
2018-05,San Luis Obispo County,60.7,0.02,Central
2018-05,San Mateo County,57.8,0.11,North
2018-05,Santa Barbara County,58.5,0.14,South
2018-05,Santa Clara County,59.7,0.06,North
2018-05,Santa Cruz County,58.6,0.08,North
2018-05,Shasta County,61.9,1.57,North
2018-05,Sierra County,52.1,2.84,North
2018-05,Siskiyou County,55.7,1.97,North
2018-05,Solano County,64.5,0.06,North
2018-05,Sonoma County,59.5,0.3,North
2018-05,Stanislaus County,65.4,0.12,Central
2018-05,Sutter County,68.8,0.13,North
2018-05,Tehama County,64.3,0.93,North
2018-05,Trinity County,58.3,2.08,North
2018-05,Tulare County,58.1,0.37,Central
2018-05,Tuolumne County,53.1,0.91,Central
2018-05,Ventura County,57.4,0.15,South
2018-05,Yolo County,66.7,0.18,North
2018-05,Yuba County,66,0.34,North
2018-06,Alameda County,67.4,0,North
2018-06,Alpine County,57.2,0.02,North
2018-06,Amador County,71.2,0.01,Central
2018-06,Butte County,73.1,0.02,North
2018-06,Calaveras County,71.2,0,Central
2018-06,Colusa County,74.8,0,North
2018-06,Contra Costa County,69.6,0,South
2018-06,Del Norte County,60.4,1.34,North
2018-06,El Dorado County,66.5,0.02,North
2018-06,Fresno County,68.8,0,Central
2018-06,Glenn County,73.4,0.01,North
2018-06,Humboldt County,61.9,0.42,North
2018-06,Imperial County,88.1,0,South
2018-06,Inyo County,79.2,0,Central
2018-06,Kern County,76,0,Central
2018-06,Kings County,77,0,Central
2018-06,Lake County,69.1,0.01,North
2018-06,Lassen County,60.2,0.32,North
2018-06,Los Angeles County,71.4,0,South
2018-06,Madera County,69.3,0,Central
2018-06,Marin County,60.9,0,North
2018-06,Mariposa County,68.6,0,Central
2018-06,Mendocino County,64,0.1,North
2018-06,Merced County,73.6,0,Central
2018-06,Modoc County,59.7,0.44,North
2018-06,Mono County,59.9,0.01,Central
2018-06,Monterey County,66.3,0,Central
2018-06,Napa County,70,0,North
2018-06,Nevada County,65.1,0.14,North
2018-06,Orange County,68.7,0,South
2018-06,Placer County,66.4,0.06,North
2018-06,Plumas County,60.2,0.33,North
2018-06,Riverside County,81.9,0,South
2018-06,Sacramento County,74.2,0,North
2018-06,San Benito County,68.9,0,Central
2018-06,San Bernardino County,83.5,0,South
2018-06,San Diego County,71.8,0,South
2018-06,San Francisco County,60.9,0,North
2018-06,San Joaquin County,74.2,0,Central
2018-06,San Luis Obispo County,68.2,0,Central
2018-06,San Mateo County,61.5,0.01,North
2018-06,Santa Barbara County,64.9,0.01,South
2018-06,Santa Clara County,66.9,0,North
2018-06,Santa Cruz County,62.7,0.02,North
2018-06,Shasta County,69,0.12,North
2018-06,Sierra County,59.9,0.31,North
2018-06,Siskiyou County,60.6,0.34,North
2018-06,Solano County,71.2,0,North
2018-06,Sonoma County,64.6,0,North
2018-06,Stanislaus County,73.6,0,Central
2018-06,Sutter County,75.9,0,North
2018-06,Tehama County,72.5,0.17,North
2018-06,Trinity County,64.3,0.14,North
2018-06,Tulare County,67.6,0,Central
2018-06,Tuolumne County,63,0,Central
2018-06,Ventura County,64.8,0.01,South
2018-06,Yolo County,73.7,0,North
2018-06,Yuba County,73.9,0.02,North
2018-07,Alameda County,72.6,0,North
2018-07,Alpine County,65.9,0.7,North
2018-07,Amador County,79.8,0.04,Central
2018-07,Butte County,80.7,0.01,North
2018-07,Calaveras County,80,0.02,Central
2018-07,Colusa County,81.5,0,North
2018-07,Contra Costa County,74.7,0,South
2018-07,Del Norte County,69.2,0.01,North
2018-07,El Dorado County,75.8,0.11,North
2018-07,Fresno County,77.6,0.25,Central
2018-07,Glenn County,80.9,0,North
2018-07,Humboldt County,69.2,0.02,North
2018-07,Imperial County,95.3,0.12,South
2018-07,Inyo County,86.2,0.67,Central
2018-07,Kern County,84.9,0.08,Central
2018-07,Kings County,85.4,0,Central
2018-07,Lake County,78,0,North
2018-07,Lassen County,71,0.07,North
2018-07,Los Angeles County,80.8,0.01,South
2018-07,Madera County,77.6,0.11,Central
2018-07,Marin County,62.8,0,North
2018-07,Mariposa County,77.3,0.06,Central
2018-07,Mendocino County,71.8,0.01,North
2018-07,Merced County,81.7,0,Central
2018-07,Modoc County,70.5,0.14,North
2018-07,Mono County,67.5,1.61,Central
2018-07,Monterey County,73.8,0.01,Central
2018-07,Napa County,75.2,0.01,North
2018-07,Nevada County,74,0.07,North
2018-07,Orange County,77.6,0.01,South
2018-07,Placer County,75.1,0.09,North
2018-07,Plumas County,70.2,0.07,North
2018-07,Riverside County,90,0.27,South
2018-07,Sacramento County,79.9,0,North
2018-07,San Benito County,77.9,0.01,Central
2018-07,San Bernardino County,90.4,0.51,South
2018-07,San Diego County,80,0.18,South
2018-07,San Francisco County,62.4,0,North
2018-07,San Joaquin County,79.8,0,Central
2018-07,San Luis Obispo County,77,0,Central
2018-07,San Mateo County,65.2,0.01,North
2018-07,Santa Barbara County,73.5,0,South
2018-07,Santa Clara County,74.2,0.01,North
2018-07,Santa Cruz County,67.9,0.02,North
2018-07,Shasta County,78,0.05,North
2018-07,Sierra County,69.3,0.28,North
2018-07,Siskiyou County,71.5,0.29,North
2018-07,Solano County,75.6,0.01,North
2018-07,Sonoma County,68.6,0,North
2018-07,Stanislaus County,80.8,0,Central
2018-07,Sutter County,81.9,0,North
2018-07,Tehama County,81,0.01,North
2018-07,Trinity County,74.4,0.15,North
2018-07,Tulare County,76.6,0.28,Central
2018-07,Tuolumne County,71.8,0.23,Central
2018-07,Ventura County,75.5,0,South
2018-07,Yolo County,79.7,0.01,North
2018-07,Yuba County,81.6,0,North
2018-08,Alameda County,69.8,0,North
2018-08,Alpine County,62.8,0.11,North
2018-08,Amador County,75.5,0.02,Central
2018-08,Butte County,75.4,0,North
2018-08,Calaveras County,75.5,0,Central
2018-08,Colusa County,76.3,0,North
2018-08,Contra Costa County,71.2,0,South
2018-08,Del Norte County,66.2,0,North
2018-08,El Dorado County,71.7,0.02,North
2018-08,Fresno County,73.4,0,Central
2018-08,Glenn County,74.9,0,North
2018-08,Humboldt County,67.4,0.02,North
2018-08,Imperial County,94.9,0.11,South
2018-08,Inyo County,82.9,0.02,Central
2018-08,Kern County,80.8,0,Central
2018-08,Kings County,81.1,0,Central
2018-08,Lake County,73.4,0,North
2018-08,Lassen County,67,0.01,North
2018-08,Los Angeles County,78,0,South
2018-08,Madera County,73.6,0.01,Central
2018-08,Marin County,61.9,0.02,North
2018-08,Mariposa County,73.3,0.01,Central
2018-08,Mendocino County,68.4,0.01,North
2018-08,Merced County,77,0,Central
2018-08,Modoc County,67,0.02,North
2018-08,Mono County,64.2,0.15,Central
2018-08,Monterey County,70.8,0,Central
2018-08,Napa County,71.9,0,North
2018-08,Nevada County,70.2,0,North
2018-08,Orange County,76.6,0,South
2018-08,Placer County,71.1,0.01,North
2018-08,Plumas County,66.2,0,North
2018-08,Riverside County,88.6,0.22,South
2018-08,Sacramento County,75.3,0,North
2018-08,San Benito County,73.9,0,Central
2018-08,San Bernardino County,88.2,0.15,South
2018-08,San Diego County,79.3,0.02,South
2018-08,San Francisco County,61.8,0.01,North
2018-08,San Joaquin County,75.2,0,Central
2018-08,San Luis Obispo County,73.8,0,Central
2018-08,San Mateo County,64.1,0,North
2018-08,Santa Barbara County,71.8,0,South
2018-08,Santa Clara County,70.7,0,North
2018-08,Santa Cruz County,65.9,0,North
2018-08,Shasta County,73,0,North
2018-08,Sierra County,65.6,0,North
2018-08,Siskiyou County,68.4,0,North
2018-08,Solano County,72.1,0,North
2018-08,Sonoma County,66.9,0.01,North
2018-08,Stanislaus County,76.1,0,Central
2018-08,Sutter County,76.7,0,North
2018-08,Tehama County,75.3,0,North
2018-08,Trinity County,70.4,0,North
2018-08,Tulare County,72.8,0,Central
2018-08,Tuolumne County,68,0.06,Central
2018-08,Ventura County,73,0,South
2018-08,Yolo County,74.4,0,North
2018-08,Yuba County,76.3,0,North
2018-09,Alameda County,67.4,0,North
2018-09,Alpine County,57.2,0.1,North
2018-09,Amador County,70.9,0.01,Central
2018-09,Butte County,71.4,0,North
2018-09,Calaveras County,71,0.01,Central
2018-09,Colusa County,71.9,0.02,North
2018-09,Contra Costa County,69.4,0,South
2018-09,Del Norte County,61.2,0.24,North
2018-09,El Dorado County,66.8,0.02,North
2018-09,Fresno County,68.6,0.02,Central
2018-09,Glenn County,70.9,0.03,North
2018-09,Humboldt County,63.2,0.56,North
2018-09,Imperial County,90,0.21,South
2018-09,Inyo County,76.1,0.03,Central
2018-09,Kern County,75.1,0,Central
2018-09,Kings County,75.9,0,Central
2018-09,Lake County,68.3,0.16,North
2018-09,Lassen County,59,0,North
2018-09,Los Angeles County,73.3,0,South
2018-09,Madera County,68.6,0.05,Central
2018-09,Marin County,60.8,0.02,North
2018-09,Mariposa County,68.4,0.08,Central
2018-09,Mendocino County,64.9,0.22,North
2018-09,Merced County,73.4,0,Central
2018-09,Modoc County,58.3,0.06,North
2018-09,Mono County,57.6,0.09,Central
2018-09,Monterey County,67.2,0,Central
2018-09,Napa County,69,0.04,North
2018-09,Nevada County,64.6,0.02,North
2018-09,Orange County,72.6,0,South
2018-09,Placer County,66,0.02,North
2018-09,Plumas County,59.4,0,North
2018-09,Riverside County,83.6,0.01,South
2018-09,Sacramento County,72.4,0,North
2018-09,San Benito County,69.8,0,Central
2018-09,San Bernardino County,82.4,0.01,South
2018-09,San Diego County,74.8,0,South
2018-09,San Francisco County,61.3,0.03,North
2018-09,San Joaquin County,71.8,0,Central
2018-09,San Luis Obispo County,69.7,0,Central
2018-09,San Mateo County,62.1,0.01,North
2018-09,Santa Barbara County,67.7,0,South
2018-09,Santa Clara County,67.5,0,North
2018-09,Santa Cruz County,63.3,0,North
2018-09,Shasta County,67.4,0.05,North
2018-09,Sierra County,59.4,0.02,North
2018-09,Siskiyou County,60.6,0.21,North
2018-09,Solano County,69.6,0,North
2018-09,Sonoma County,64.6,0.12,North
2018-09,Stanislaus County,72.1,0,Central
2018-09,Sutter County,73,0,North
2018-09,Tehama County,70.5,0.01,North
2018-09,Trinity County,64.4,0.24,North
2018-09,Tulare County,67.3,0,Central
2018-09,Tuolumne County,63,0.09,Central
2018-09,Ventura County,68,0,South
2018-09,Yolo County,71.4,0.01,North
2018-09,Yuba County,72.1,0,North
2018-10,Alameda County,63.7,0.14,North
2018-10,Alpine County,45.6,0.76,North
2018-10,Amador County,62,0.6,Central
2018-10,Butte County,63.7,0.99,North
2018-10,Calaveras County,62.3,0.66,Central
2018-10,Colusa County,64.9,0.68,North
2018-10,Contra Costa County,65.1,0.22,South
2018-10,Del Norte County,55.7,1.85,North
2018-10,El Dorado County,57.2,0.91,North
2018-10,Fresno County,58.1,0.49,Central
2018-10,Glenn County,63.5,1.06,North
2018-10,Humboldt County,56.7,1.29,North
2018-10,Imperial County,74.6,0.4,South
2018-10,Inyo County,61.5,0.33,Central
2018-10,Kern County,64,0.06,Central
2018-10,Kings County,66.3,0.08,Central
2018-10,Lake County,61.4,1.41,North
2018-10,Lassen County,47.9,1.08,North
2018-10,Los Angeles County,64.6,0.4,South
2018-10,Madera County,58.2,0.5,Central
2018-10,Marin County,61,1.29,North
2018-10,Mariposa County,57.6,0.87,Central
2018-10,Mendocino County,59.3,1.59,North
2018-10,Merced County,65.4,0.05,Central
2018-10,Modoc County,47.9,1.25,North
2018-10,Mono County,45,0.51,Central
2018-10,Monterey County,62.6,0.27,Central
2018-10,Napa County,64.5,0.78,North
2018-10,Nevada County,55.7,0.89,North
2018-10,Orange County,68.4,0.85,South
2018-10,Placer County,56.9,0.9,North
2018-10,Plumas County,49.5,0.87,North
2018-10,Riverside County,70,1.21,South
2018-10,Sacramento County,65.9,0.21,North
2018-10,San Benito County,62.8,0.17,Central
2018-10,San Bernardino County,66.9,0.81,South
2018-10,San Diego County,65.7,0.51,South
2018-10,San Francisco County,61.6,0.31,North
2018-10,San Joaquin County,66.1,0.59,Central
2018-10,San Luis Obispo County,63.2,0.39,Central
2018-10,San Mateo County,61.3,0.12,North
2018-10,Santa Barbara County,63.1,0.54,South
2018-10,Santa Clara County,63,0.1,North
2018-10,Santa Cruz County,62.5,0.08,North
2018-10,Shasta County,58.1,1.19,North
2018-10,Sierra County,50,0.74,North
2018-10,Siskiyou County,51.6,0.97,North
2018-10,Solano County,65.6,0.2,North
2018-10,Sonoma County,62.2,1.54,North
2018-10,Stanislaus County,65.4,0.16,Central
2018-10,Sutter County,66.2,0.24,North
2018-10,Tehama County,62.4,0.9,North
2018-10,Trinity County,55.4,0.81,North
2018-10,Tulare County,56.4,0.71,Central
2018-10,Tuolumne County,52.6,0.79,Central
2018-10,Ventura County,61.8,0.22,South
2018-10,Yolo County,65.7,0.22,North
2018-10,Yuba County,64.5,0.65,North
2018-11,Alameda County,56,2.71,North
2018-11,Alpine County,39.8,5.16,North
2018-11,Amador County,54.2,6.51,Central
2018-11,Butte County,53.2,6.08,North
2018-11,Calaveras County,54.5,7.1,Central
2018-11,Colusa County,55.2,3.61,North
2018-11,Contra Costa County,57.4,3.09,South
2018-11,Del Norte County,48.4,5.15,North
2018-11,El Dorado County,49.6,5.81,North
2018-11,Fresno County,50.7,3.28,Central
2018-11,Glenn County,53.7,4.45,North
2018-11,Humboldt County,49.1,6.96,North
2018-11,Imperial County,64.2,0.02,South
2018-11,Inyo County,52.2,0.41,Central
2018-11,Kern County,55.1,0.82,Central
2018-11,Kings County,56.8,1.27,Central
2018-11,Lake County,53,5.89,North
2018-11,Lassen County,38.7,1.98,North
2018-11,Los Angeles County,58.4,1.45,South
2018-11,Madera County,50.8,4.2,Central
2018-11,Marin County,56.5,5.19,North
2018-11,Mariposa County,50.8,6.12,Central
2018-11,Mendocino County,51,6.32,North
2018-11,Merced County,56.1,2.28,Central
2018-11,Modoc County,39.5,1.82,North
2018-11,Mono County,38.9,2.07,Central
2018-11,Monterey County,56.5,3.96,Central
2018-11,Napa County,55.7,4.43,North
2018-11,Nevada County,48.2,7.25,North
2018-11,Orange County,64,1.37,South
2018-11,Placer County,48.9,6.3,North
2018-11,Plumas County,40.5,4.39,North
2018-11,Riverside County,60.7,0.49,South
2018-11,Sacramento County,55.7,2.99,North
2018-11,San Benito County,55.8,3.51,Central
2018-11,San Bernardino County,57.1,0.36,South
2018-11,San Diego County,59.6,1.59,South
2018-11,San Francisco County,57.4,4.22,North
2018-11,San Joaquin County,55.8,2.51,Central
2018-11,San Luis Obispo County,57.1,3,Central
2018-11,San Mateo County,55.9,4.06,North
2018-11,Santa Barbara County,58.2,2.29,South
2018-11,Santa Clara County,56.3,4.09,North
2018-11,Santa Cruz County,56.7,5.08,North
2018-11,Shasta County,49.1,6,North
2018-11,Sierra County,42.2,5.56,North
2018-11,Siskiyou County,42.7,3.36,North
2018-11,Solano County,56.4,3.32,North
2018-11,Sonoma County,55.3,6.08,North
2018-11,Stanislaus County,55.7,2.84,Central
2018-11,Sutter County,55.4,2.57,North
2018-11,Tehama County,53.2,5.8,North
2018-11,Trinity County,46.1,6.95,North
2018-11,Tulare County,48.6,2.16,Central
2018-11,Tuolumne County,46.8,7.35,Central
2018-11,Ventura County,56.1,1.87,South
2018-11,Yolo County,55.5,3.29,North
2018-11,Yuba County,55.3,5.62,North
2018-12,Alameda County,49.2,2.02,North
2018-12,Alpine County,31.7,2.71,North
2018-12,Amador County,44.6,3.18,Central
2018-12,Butte County,46.2,4.64,North
2018-12,Calaveras County,44.7,2.76,Central
2018-12,Colusa County,47,2.94,North
2018-12,Contra Costa County,49.1,2.2,South
2018-12,Del Norte County,40.7,8.09,North
2018-12,El Dorado County,41.1,3.97,North
2018-12,Fresno County,42.3,1.26,Central
2018-12,Glenn County,45.8,2.68,North
2018-12,Humboldt County,43.9,6.47,North
2018-12,Imperial County,56.3,0.93,South
2018-12,Inyo County,43.1,0.37,Central
2018-12,Kern County,46.8,1.1,Central
2018-12,Kings County,48.3,0.41,Central
2018-12,Lake County,44.6,5.06,North
2018-12,Lassen County,31.2,2.37,North
2018-12,Los Angeles County,50.9,2.41,South
2018-12,Madera County,43.1,1.44,Central
2018-12,Marin County,50.7,3.34,North
2018-12,Mariposa County,42,2.43,Central
2018-12,Mendocino County,44.9,6.29,North
2018-12,Merced County,49.2,1.37,Central
2018-12,Modoc County,30.8,2.14,North
2018-12,Mono County,29.9,0.75,Central
2018-12,Monterey County,49.5,2.55,Central
2018-12,Napa County,48.3,3.12,North
2018-12,Nevada County,38.7,4.41,North
2018-12,Orange County,57.6,2.57,South
2018-12,Placer County,40.4,4.1,North
2018-12,Plumas County,34,4.63,North
2018-12,Riverside County,53.3,1.24,South
2018-12,Sacramento County,49.2,2.43,North
2018-12,San Benito County,47.4,2.2,Central
2018-12,San Bernardino County,48.9,0.86,South
2018-12,San Diego County,53.2,2.27,South
2018-12,San Francisco County,52.3,2.38,North
2018-12,San Joaquin County,49.7,2.22,Central
2018-12,San Luis Obispo County,49.4,1.13,Central
2018-12,San Mateo County,51.3,2.56,North
2018-12,Santa Barbara County,51,1.17,South
2018-12,Santa Clara County,48.5,2.9,North
2018-12,Santa Cruz County,51.2,3.81,North
2018-12,Shasta County,40.3,5.83,North
2018-12,Sierra County,34.2,3.25,North
2018-12,Siskiyou County,34.4,4.29,North
2018-12,Solano County,49.6,2.25,North
2018-12,Sonoma County,49,5.07,North
